StudentID,Extracurricular,Sports,Music,Volunteering,ParentalSupport,Tutoring,Absences
1701,1,0,1,1,1,0,Moderate
1702,0,1,0,0,1,0,Few
1703,1,1,0,1,0,0,Many
1704,0,0,1,0,1,1,"Very Few"
1705,1,1,1,1,1,0,Few
1706,0,1,1,1,0,0,Moderate
1707,1,1,0,1,0,0,Few
1708,0,0,1,0,1,1,"Very Few"
1709,0,0,0,0,1,0,"Very Few"
1710,1,1,0,0,0,0,Moderate
11072,0,1,1,1,1,1,"Very Few"
1712,1,0,1,0,0,1,Few
1713,0,1,1,1,1,1,"Very Few"
1714,0,1,1,0,1,1,"Very Few"
1715,0,1,1,0,0,1,Moderate
1716,0,0,1,1,1,0,Moderate
1717,0,0,1,0,0,0,Few
1718,0,1,1,0,1,0,Many
11073,1,1,0,1,1,1,Moderate
1720,0,0,0,1,0,1,"Very Few"
1721,1,1,1,1,0,0,Many
1722,1,1,1,0,0,1,Moderate
1723,1,0,0,0,1,1,Few
11074,1,0,1,0,0,1,"Very Few"
1725,1,1,0,1,1,0,"Very Few"
1726,1,1,1,0,1,1,Many
1727,0,1,0,1,0,0,Few
1728,1,0,1,0,1,0,"Very Few"
1729,0,0,1,1,1,1,Moderate
11075,1,1,0,0,0,0,Moderate
1731,1,1,1,0,1,1,"Very Few"
1732,0,1,0,0,1,1,"Very Few"
1733,0,0,0,1,1,0,"Very Few"
1734,1,0,0,0,1,1,"Very Few"
1735,0,1,0,1,1,0,Few
1736,0,1,0,0,1,1,"Very Few"
1737,1,0,0,1,1,0,Few
1738,1,0,1,1,0,0,Moderate
1739,0,1,0,0,1,1,"Very Few"
11076,1,0,0,0,1,0,Few
1741,1,0,0,0,1,0,"Very Few"
1742,0,0,1,0,0,0,Moderate
1743,0,0,1,0,0,1,Many
1744,0,1,0,0,1,0,"Very Few"
1745,0,0,0,1,1,1,Many
1746,1,0,1,1,1,1,"Very Few"
1747,1,1,1,0,0,0,Few
1748,0,0,1,0,0,1,Moderate
1749,0,1,0,1,1,1,Many
1750,0,0,0,0,1,0,"Very Few"
1751,0,1,0,1,1,1,Moderate
11077,0,0,1,1,0,1,Few
1753,0,1,0,1,1,1,Moderate
1754,1,0,1,0,0,0,Moderate
1755,0,1,1,1,0,0,Many
1756,1,1,1,0,0,0,Moderate
1757,0,0,0,0,0,0,Few
1758,1,0,1,0,1,0,Few
1759,0,1,1,1,0,0,Few
1760,1,0,0,1,1,1,Few
11078,1,1,1,1,0,0,Few
1762,0,0,1,0,0,1,Few
1763,0,1,1,1,0,1,Many
11079,0,0,0,1,0,0,"Very Few"
1765,0,0,1,1,1,0,"Very Few"
1766,0,1,1,1,1,1,Moderate
1767,1,0,1,1,1,0,Moderate
1768,0,0,0,0,1,0,"Very Few"
1769,1,1,0,0,1,0,Few
1770,1,1,0,0,1,1,Few
1771,1,0,1,0,1,1,"Very Few"
1772,0,0,1,0,0,1,Moderate
1773,0,1,0,1,0,1,Moderate
1774,0,1,1,0,0,0,Few
1775,1,1,0,1,1,1,"Very Few"
1776,1,0,1,1,1,1,Few
1777,1,0,1,0,0,1,Few
1778,1,1,0,1,1,1,"Very Few"
1779,0,0,0,0,0,1,"Very Few"
1780,1,0,0,1,0,0,"Very Few"
1781,1,1,0,1,1,1,"Very Few"
1782,1,0,1,0,0,0,Few
1783,1,0,1,1,1,1,"Very Few"
1784,1,0,0,1,0,1,"Very Few"
1785,1,1,1,1,0,0,Moderate
1786,0,1,1,0,1,1,"Very Few"
1787,0,1,0,1,0,0,Moderate
1788,1,0,1,1,1,1,"Very Few"
1789,0,1,1,0,0,0,"Very Few"
1790,1,0,0,0,0,1,"Very Few"
1791,1,0,1,0,1,0,"Very Few"
1792,1,1,0,1,1,1,Few
1793,1,0,1,1,1,0,Moderate
1794,1,0,1,0,1,1,Few
11080,0,1,1,1,1,1,Few
11081,1,0,1,0,1,0,"Very Few"
1797,0,1,0,1,1,0,Moderate
1798,1,1,0,1,0,0,Many
1799,1,0,1,1,1,0,"Very Few"
11082,0,0,1,0,1,1,Many
1801,1,1,0,1,1,0,Many
1802,1,0,1,1,0,0,Moderate
1803,1,0,1,1,1,1,Few
1804,1,0,1,1,1,0,Few
11083,1,0,0,1,0,0,"Very Few"
1806,0,1,0,1,1,0,Few
1807,0,0,0,0,1,0,Many
11084,1,1,1,1,1,0,"Very Few"
1809,1,1,1,0,0,1,"Very Few"
1810,0,1,0,0,1,0,"Very Few"
1811,1,0,1,1,0,1,"Very Few"
1812,1,0,0,0,0,1,Moderate
1813,0,0,1,0,0,0,Few
1814,1,0,1,1,1,1,"Very Few"
1815,0,0,0,0,1,0,Few
1816,0,0,0,1,0,0,Few
11085,1,1,1,1,0,0,Moderate
1818,0,0,0,0,0,0,Few
1819,0,0,1,0,1,0,Few
1820,1,0,1,0,1,1,Few
1821,0,1,1,1,1,1,Few
1822,0,1,0,0,0,0,Moderate
1823,1,1,0,1,0,0,Few
1824,0,0,1,1,0,0,Moderate
1825,1,0,0,1,1,0,"Very Few"
11086,1,1,1,1,1,0,Few
1827,0,1,0,0,1,1,"Very Few"
1828,1,0,1,0,0,1,Moderate
1829,1,1,1,1,1,1,"Very Few"
1830,0,1,0,1,1,0,Few
1831,1,0,0,1,0,1,Moderate
1832,1,0,1,0,1,0,"Very Few"
1833,0,0,0,0,1,1,"Very Few"
1834,0,0,0,0,1,0,Moderate
1835,1,1,0,0,1,1,Few
1836,1,0,1,0,0,1,Few
1837,0,1,0,1,0,0,Many
1838,1,1,0,0,0,1,Few
1839,0,1,1,0,0,0,Few
1840,1,0,0,0,1,1,Moderate
1841,1,0,1,0,0,0,Many
11087,1,1,0,0,0,1,Moderate
11088,1,0,0,0,0,1,Moderate
1844,1,0,0,1,0,1,Few
1845,1,1,0,1,1,0,Few
11089,0,0,0,0,0,1,"Very Few"
1847,1,0,1,1,1,1,Few
1848,1,0,1,1,1,1,Moderate
1849,1,1,1,0,1,0,Few
1850,0,0,0,0,1,1,Few
1851,1,0,0,0,1,0,Moderate
1852,0,0,1,1,0,1,Moderate
11090,1,0,1,0,0,0,Few
1854,1,0,0,1,1,0,Few
1855,1,0,0,0,1,0,"Very Few"
1856,1,0,1,1,1,0,Moderate
1857,1,1,1,0,1,0,Moderate
11091,1,0,0,0,1,0,"Very Few"
1859,1,0,0,0,1,1,Many
1860,1,0,0,0,0,1,"Very Few"
1861,0,1,0,0,0,0,Many
1862,1,0,1,0,1,0,Many
1863,1,0,1,0,0,1,Few
1864,0,0,0,0,1,0,Few
1865,0,1,0,1,0,1,"Very Few"
1866,1,1,1,0,0,0,"Very Few"
1867,1,0,1,1,0,1,"Very Few"
11092,0,0,0,0,1,0,"Very Few"
1869,0,0,1,0,1,0,"Very Few"
11093,0,1,1,0,0,1,"Very Few"
1871,0,0,1,1,0,1,Moderate
1872,0,1,1,0,1,0,Moderate
1873,0,1,1,1,1,1,"Very Few"
1874,1,0,1,1,0,0,Moderate
1875,1,0,0,1,1,0,Few
1876,1,0,1,0,1,0,Few
1877,0,1,1,0,0,0,"Very Few"
1878,1,0,0,0,0,1,Few
1879,1,0,0,1,1,0,Many
1880,1,1,1,0,0,0,Few
1881,1,0,0,0,0,1,Moderate
1882,0,0,1,0,0,1,Moderate
1883,0,0,1,1,0,0,"Very Few"
1884,0,1,1,0,1,0,"Very Few"
1885,0,1,1,0,1,0,Moderate
1886,0,0,0,1,1,0,"Very Few"
1887,0,1,1,1,0,1,Moderate
1888,1,1,0,1,1,0,Many
1889,1,0,1,1,1,1,Moderate
1890,0,0,0,0,0,0,"Very Few"
1891,1,1,0,0,0,0,"Very Few"
1892,1,0,0,0,0,0,"Very Few"
1893,0,1,1,1,0,0,"Very Few"
1894,1,1,0,1,0,1,Few
1895,0,1,0,0,1,1,Moderate
1896,1,1,0,0,1,1,"Very Few"
1897,0,1,0,0,1,1,Few
11094,0,0,0,1,1,0,Many
1899,0,0,1,1,1,1,Few
1900,1,1,1,0,0,0,"Very Few"
1901,1,1,0,0,0,1,Moderate
1902,1,0,1,0,1,0,Moderate
1903,1,0,1,1,0,0,"Very Few"
1904,0,0,1,0,1,1,Moderate
1905,0,0,0,0,1,0,Moderate
1906,1,1,0,0,1,1,Moderate
1907,1,1,1,0,1,0,Few
1908,1,0,1,1,0,1,Few
1909,0,1,1,1,0,1,Few
1910,1,1,1,1,0,0,Few
1911,0,0,1,0,1,0,Many
1912,1,1,1,0,1,1,Few
11095,1,1,1,0,0,1,"Very Few"
1914,1,1,1,1,0,1,"Very Few"
1915,1,0,1,0,0,1,Few
1916,0,0,1,0,1,0,Moderate
1917,0,1,0,0,1,0,"Very Few"
11096,0,0,0,0,0,0,Many
1919,0,0,0,0,1,0,"Very Few"
1920,0,1,1,0,0,0,"Very Few"
1921,1,0,1,0,0,1,Few
1922,1,0,0,1,1,0,Moderate
1923,1,1,1,0,1,1,"Very Few"
1924,0,1,0,0,1,1,Moderate
1925,1,0,1,0,1,0,Many
1926,1,0,0,1,1,0,"Very Few"
1927,0,1,0,0,1,0,Moderate
11097,1,1,0,0,0,0,Moderate
11098,1,1,0,1,1,0,Few
1930,1,0,0,0,1,0,Moderate
1931,0,0,0,0,1,0,Few
1932,0,1,1,1,0,1,Few
1933,0,1,0,0,1,1,"Very Few"
1934,0,0,1,0,1,1,Moderate
1935,1,0,1,0,1,0,Few
1936,1,1,1,0,1,0,"Very Few"
1937,1,0,1,1,0,0,Many
11099,0,0,0,0,1,1,"Very Few"
1939,0,0,1,1,0,0,Few
1940,0,1,1,0,1,0,Few
1941,1,1,1,1,1,0,Moderate
1942,0,0,1,0,0,1,"Very Few"
1943,0,1,0,1,0,1,Moderate
1944,0,1,1,1,1,0,Moderate
1945,1,1,1,0,0,0,Moderate
1946,1,0,0,0,0,1,Moderate
1947,1,1,1,1,1,1,Many
1948,1,1,0,0,1,0,Few
1949,0,0,0,0,1,0,Few
1950,1,0,0,0,1,0,"Very Few"
11100,0,1,0,0,1,0,Moderate
1952,1,1,0,1,0,1,Few
1953,1,1,1,0,1,0,Few
1954,1,0,1,0,1,1,Moderate
1955,0,1,1,0,1,0,Moderate
1956,1,0,1,0,0,1,Few
1957,1,0,0,0,0,0,"Very Few"
11101,0,0,1,0,1,1,Moderate
1959,0,1,1,0,0,0,"Very Few"
1960,1,1,0,1,0,0,Few
1961,0,1,0,1,1,0,Few
1962,1,0,0,1,0,0,"Very Few"
1963,1,0,1,1,0,1,Few
1964,0,1,0,0,1,0,"Very Few"
1965,1,1,1,0,1,0,Few
1966,0,0,1,0,0,0,Few
1967,1,0,0,0,1,0,Few
1968,1,1,1,1,0,1,"Very Few"
1969,1,0,1,0,0,0,Moderate
1970,1,0,1,0,1,1,Few
1971,0,1,1,0,0,0,Many
1972,0,0,1,0,0,0,"Very Few"
1973,1,0,1,1,0,1,Moderate
1974,0,1,1,1,1,0,Many
1975,0,0,1,1,0,0,"Very Few"
1976,1,1,1,1,0,0,Moderate
1977,1,0,0,0,0,0,Few
1978,1,1,1,0,1,0,Many
1979,0,0,1,0,1,1,"Very Few"
1980,1,0,0,1,1,0,Moderate
11102,1,0,1,0,0,0,Few
1982,1,1,0,0,1,0,Moderate
1983,0,0,0,0,1,1,Moderate
1984,0,0,1,1,0,0,Few
11103,0,0,0,0,1,1,"Very Few"
1986,1,0,1,0,0,0,Few
1987,0,1,0,0,0,0,"Very Few"
1988,1,0,0,0,0,0,Moderate
1989,1,0,1,1,0,0,"Very Few"
1990,1,0,0,1,1,0,Few
1991,0,0,0,0,1,1,Few
1992,0,1,0,1,0,0,"Very Few"
1993,0,0,0,1,0,1,Few
1994,0,1,0,0,0,1,Few
11104,1,1,1,0,0,1,Few
1996,1,1,1,1,1,0,Many
1997,0,0,0,1,0,0,Few
1998,1,1,0,1,0,1,Few
1999,1,0,1,1,1,1,"Very Few"
2000,0,1,1,0,1,1,Few
